Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;GestaoOperacional;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoCondicaoEstabilidadeRPSB;SituacaoDeclaracaoConformidadeOperacionalidade;SituacaoOperacionalFormatado;StatusEmbargo
8199;PDE Permanente I;VALE S.A.;33.592.510/0001-54;-20°11'04.315";-43°26'15.409";Sul do Equador;MARIANA;MG;-;6,70;54.472,58;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8198;PDE Permanente II - Fase I;VALE S.A.;33.592.510/0001-54;-20°12'26.903";-43°27'15.839";Sul do Equador;MARIANA;MG;-;7,00;6.952,50;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Não Embargada
9326;PDE02;VALE S.A.;33.592.510/0001-54;-06°06'26.050";-50°19'04.929";Sul do Equador;PARAUAPEBAS;PA;-;7,91;181.840,00;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Não Embargada
9105;Peneirinha;VALE S.A.;33.592.510/0001-54;-20°06'38.215";-43°57'49.011";Sul do Equador;NOVA LIMA;MG;Minério de Ferro;42,42;1.038.010,00;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8188;Pera Jusante;VALE S.A.;33.592.510/0001-54;-06°02'48.556";-50°08'34.509";Sul do Equador;PARAUAPEBAS;PA;-;37,70;4.322.391,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8189;Pera Montante;VALE S.A.;33.592.510/0001-54;-06°03'24.673";-50°08'37.608";Sul do Equador;PARAUAPEBAS;PA;-;14,00;264.520,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8330;Piabas;VALE S.A.;33.592.510/0001-54;-19°33'48.506";-43°12'22.618";Sul do Equador;ITABIRA;MG;-;29,00;2.160.303,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9327;Pilha 01 - P1C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'10.170";-39°51'44.268";Sul do Equador;JAGUARARI;BA;Minério de Cobre;6,00;100.566,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9494;PILHA 01 - P1C14;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'25.092";-39°51'56.548";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;10.909,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9329;Pilha 01 - P1C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'15.285";-39°51'59.529";Sul do Equador;JAGUARARI;BA;Minério de Cobre;10,00;164.976,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9330;Pilha 01 - P1C4;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'19.659";-39°52'02.121";Sul do Equador;JAGUARARI;BA;Minério de Cobre;13,00;85.786,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9331;Pilha 01 - P1C5;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'07.668";-39°51'48.038";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,00;111.960,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9332;Pilha 01 - P1C6;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'08.350";-39°51'53.799";Sul do Equador;JAGUARARI;BA;Minério de Cobre;7,00;30.460,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9333;Pilha 01 - P1C7;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'19.270";-39°51'54.399";Sul do Equador;JAGUARARI;BA;Minério de Cobre;12,80;10.277,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9334;Pilha 01 - P1C8;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'26.408";-39°51'48.095";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,50;71.698,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9335;Pilha 01 - P1C9;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'20.905";-39°51'45.971";Sul do Equador;JAGUARARI;BA;Minério de Cobre;7,00;246.386,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9655;PILHA 01 - PIC16;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'04.554";-39°51'53.992";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;1.600,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9656;PILHA 01 - PIC17;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'05.515";-39°51'50.083";Sul do Equador;JAGUARARI;BA;Minério de Cobre;2,00;2.600,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9506;PILHA 01 - PIC1A;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'13.988";-39°51'44.684";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,00;198.584,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9328;Pilha 01 P1C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'19.593";-39°51'50.354";Sul do Equador;JAGUARARI;BA;Minério de Cobre;9,50;102.246,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9496;PILHA 05 - P5C07;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'49.640";-39°52'01.811";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;19.221,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9497;PILHA 05 - P5C08;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'39.158";-39°52'04.348";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;45.907,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9498;PILHA 05 - P5C09;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'47.508";-39°51'58.329";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;20.000,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9337;Pilha 05 - P5C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'46.158";-39°51'54.612";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;172.053,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9338;Pilha 05 - P5C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'42.688";-39°52'02.408";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;155.498,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9339;Pilha 05 - P5C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'48.573";-39°51'51.266";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;141.410,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9340;Pilha 05 - P5C4;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'35.737";-39°52'06.101";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,00;7.052,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9341;Pilha 05 - P5C5;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'45.946";-39°52'06.752";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;0,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9343;Pilha 05 - P5XC2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'40.341";-39°51'57.787";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;79.459,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9342;Pilha 05 - XC1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'27.852";-39°52'05.620";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;80.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9465;PILHA 06 - P6C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'41.710";-39°52'20.319";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;242.428,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9659;PILHA 06 - P6C5;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'51.023";-39°52'23.458";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;40.992,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9782;Pilha 07 - P7C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'32.228";-39°52'21.723";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;4.500,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9815;PILHA 11 - P11C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'39.164";-39°52'49.306";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;10.395,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9816;PILHA 11 - P11C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'43.578";-39°52'49.792";Sul do Equador;JAGUARARI;BA;Minério de Cobre;3,00;360,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9449;PILHA01-C10;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'09.377";-39°51'57.949";Sul do Equador;JAGUARARI;BA;Minério de Cobre;8,00;52.330,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9450;PILHA01-C11;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'15.571";-39°51'48.114";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;86.563,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9451;PILHA01-C12;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'13.350";-39°51'49.800";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;153.518,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9452;PILHA01-C13;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'22.936";-39°51'53.774";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;14.275,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9453;PILHA05-C06;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'44.880";-39°51'50.170";Sul do Equador;JAGUARARI;BA;Minério de Cobre;6,00;151.027,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9455;PILHA05-XC03;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'29.629";-39°51'53.877";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;70.822,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9454;PILHA07-C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'33.556";-39°52'17.827";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;8.072,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9823;PILHA11 - P11C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'48.506";-39°52'47.816";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;20.000,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9824;PILHA11 - P11C4;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'40.319";-39°52'44.461";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;7.000,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9512;PILHASUL - PCS1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'25.841";-39°52'15.247";Sul do Equador;JAGUARARI;BA;Minério de Cobre;6,00;12.654,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9513;PILHASUL - PCS2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'22.800";-39°52'16.130";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;0,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9514;PILHASUL - PCS3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'22.000";-39°52'18.350";Sul do Equador;JAGUARARI;BA;Minério de Cobre;3,00;0,00;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9248;Pinheirinho;MINERACAO NOSSA SENHORA DO CARMO LTDA;83.647.750/0001-87;-24°44'52.790";-49°11'40.930";Sul do Equador;CERRO AZUL;PR;Fluorita;37,00;672.408,00;0 - Etapa única;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Não Embargada
8925;PIRAPORÃO 138 II;UILSON ROMANHA & CIA LTDA;00.934.199/0001-25;-23°37'42.100";-47°37'19.200";Sul do Equador;SALTO DE PIRAPORA;SP;-;4,00;28.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8927;PIRAPORÃO 138 III;UILSON ROMANHA & CIA LTDA;00.934.199/0001-25;-23°37'53.600";-47°37'18.500";Sul do Equador;SALTO DE PIRAPORA;SP;-;8,00;115.200,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8622;Piteiras;Piteiras Mineração Ltda.;03.369.498/0001-52;-19°41'32.500";-43°06'46.300";Sul do Equador;ITABIRA;MG;Xisto;2,00;2.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9173;Planta;PROMETALICA MINERACAO LTDA;03.564.155/0001-49;-15°23'46.300";-58°08'42.900";Sul do Equador;RIO BRANCO;MT;Minério de Zinco;20,00;230.000,00;0 - Etapa única;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
9138;PN - 1;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'20.600";-50°03'25.600";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;3,00;100.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9139;PN - 3;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'09.341";-50°04'31.472";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;6,50;1.120,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9140;PN - 4;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'41.461";-50°01'59.710";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;5,00;7.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9141;PN - 6;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'21.578";-50°05'03.123";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;5,50;50.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8403;Pocilga;VALE S.A.;33.592.510/0001-54;-20°11'06.300";-43°36'20.700";Sul do Equador;SANTA BÁRBARA;MG;-;9,00;38.558,57;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9390;Pond - PDE Sul;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°59'12.152";-46°47'58.919";Sul do Equador;PATROCÍNIO;MG;-;8,46;0,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8909;POND 1 - BARRAGEM DE LIXIVIAÇÃO;NX GOLD S.A. Filial: NX GOLD S.A.;18.501.410/0002-62;-14°38'26.700";-52°29'49.000";Sul do Equador;NOVA XAVANTINA;MT;Minério de Ouro Primário;13,12;248.550,77;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
8910;POND 2 - BARRAGEM DE FLOTAÇÃO;NX GOLD S.A. Filial: NX GOLD S.A.;18.501.410/0002-62;-14°38'21.098";-52°30'04.795";Sul do Equador;NOVA XAVANTINA;MT;Minério de Ouro Primário;11,90;124.000,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
8914;POND 3 - BARRAGEM DE FLOTAÇÃO;NX GOLD S.A. Filial: NX GOLD S.A.;18.501.410/0002-62;-14°38'25.076";-52°30'03.686";Sul do Equador;NOVA XAVANTINA;MT;Minério de Ouro Primário;11,90;130.000,00;0 - Etapa única;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
8959;Pond de Emergência;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-21°49'52.000";-41°01'14.000";Sul do Equador;SÃO JOÃO DA BARRA;RJ;-;4,50;333.438,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8332;Pontal;VALE S.A.;33.592.510/0001-54;-19°37'31.668";-43°10'58.597";Sul do Equador;ITABIRA;MG;Minério de Ferro;69,90;227.139.145,00;10 - Alteamento a montante;Alto;Alto;B;Sim;Nível de Emergência 1;1º Campanha 2026 - Atestado;Não Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Embargada
8375;Porteirinha;VALE S.A.;33.592.510/0001-54;-19°57'33.180";-43°14'20.000";Sul do Equador;SANTA BÁRBARA;MG;-;28,90;2.767.520,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
8730;PORTO-4A;ITAQUAREIA INDUSTRIA EXTRATIVA DE MINERIOS LTDA;55.023.386/0001-49;-23°33'46.100";-46°16'04.500";Sul do Equador;MOGI DAS CRUZES;SP;Argila;8,00;933.900,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8759;PORTO-4B;ITAQUAREIA INDUSTRIA EXTRATIVA DE MINERIOS LTDA;55.023.386/0001-49;-23°33'56.300";-46°16'24.100";Sul do Equador;MOGI DAS CRUZES;SP;Argila;7,00;345.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8308;Prata;VALE S.A.;33.592.510/0001-54;-20°24'42.200";-43°51'55.000";Sul do Equador;OURO PRETO;MG;-;9,01;20.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10548;Primavera;Manoel Rodrigues Gimenes;***;-15°49'28.790";-56°18'11.080";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;9,00;42.298,99;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8405;Principal;VALE S.A.;33.592.510/0001-54;-20°10'24.600";-43°36'55.100";Sul do Equador;SANTA BÁRBARA;MG;-;22,70;2.719.565,17;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9143;PS -1;SALOBO METAIS S/A;33.931.478/0001-94;-06°26'01.900";-50°02'54.100";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;7,00;220.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10033;PURO OURO;MARCIA MAURA BARBOZA TINOCO;***;-15°33'22.230";-55°50'46.460";Sul do Equador;CUIABÁ;MT;Minério de Ouro Primário;10,79;181.120,00;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10322;QB-01;COOPERATIVA DE EXTRACAO MINERAL DE MATO GROSSO;23.300.330/0001-06;-15°52'39.450";-56°26'13.720";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
9172;Queimada ;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°28'03.800";-63°04'19.000";Sul do Equador;ITAPUÃ DO OESTE;RO;Aluvião Estanífero;5,00;60.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9482;QUEIMADA02;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°27'51.000";-63°04'28.000";Sul do Equador;ITAPUÃ DO OESTE;RO;Aluvião Estanífero;6,00;146.814,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9483;QUEIMADA03;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°27'41.000";-63°04'32.000";Sul do Equador;ITAPUÃ DO OESTE;RO;;5,00;135.215,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8548;Quevedo 1;EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA SOCIEDADE UNIPESSOAL LTDA;02.745.436/0001-35;-23°21'17.300";-47°43'48.900";Sul do Equador;TATUÍ;SP;Argila Arenosa;8,00;96.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9924;Quevedo 3;EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA SOCIEDADE UNIPESSOAL LTDA;02.745.436/0001-35;-23°21'13.090";-47°44'03.750";Sul do Equador;TATUÍ;SP;Argila;5,00;100.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8358;Quinzinho;VALE S.A.;33.592.510/0001-54;-19°36'26.409";-43°15'26.118";Sul do Equador;ITABIRA;MG;-;16,00;102.230,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8826;QUIXABA USINA;ROZEN MINERADORA, CONSULTORIA E ASSESSORIA EM GESTAO EMPRESARIAL LTDA;10.857.721/0001-76;-06°48'35.100";-37°00'22.200";Sul do Equador;VÁRZEA;PB;Areia Quartzosa;3,00;450,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9235;R22;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'41.800";-39°52'23.100";Sul do Equador;JAGUARARI;BA;Minério de Cobre;0,00;255.131,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9236;R75;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'10.300";-39°52'05.300";Sul do Equador;JAGUARARI;BA;Minério de Cobre;0,00;1.109.985,89;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9585;Rabo de Bica;PEDRO CERQUEIRA CALDAS NETO;***;-15°54'19.508";-56°12'11.095";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Aluvião Aurífero;8,00;24.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8939;Rancho Casca;NACIONAL DE GRAFITE LTDA;21.228.861/0001-00;-15°55'07.900";-41°02'20.600";Sul do Equador;PEDRA AZUL;MG;Xisto;50,00;15.828.381,00;0 - Etapa única;Baixo;Alto;AA;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8700;RAPAUNHA;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18.565.382/0001-66;-19°57'55.000";-43°50'31.000";Sul do Equador;NOVA LIMA;MG;Minério de Ouro Primário;50,50;12.166.393,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Inativa;Desembargada
8190;RECON;MINERACAO SAO FRANCISCO DE ASSIS LTDA;42.323.964/0001-10;-06°49'53.500";-51°59'27.600";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Areia;3,00;0,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8877;Rejeito;VANTAGE BRASIL MINERACAO LTDA;08.222.734/0001-27;-11°18'48.229";-59°05'10.553";Sul do Equador;JUÍNA;MT;Rocha Diamantífera;8,00;117.214,64;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
